 1 : 2,2,2,2,1,1,3,2,2, 2,2,2,2,2,2,2,1,2
 2 : 2,2,2,2,2,1,3,2,2, 2,2,2,2,2,2,2,2,1
 3 : 1,2,2,2,2,2,2,1,1, 1,2,2,2,2,2,3,2,1
 4 : 2,2,2,2,2,2,2,2,2, 2,2,2,1,2,2,2,2,2
 5 : 2,2,2,2,2,2,2,2,2, 2,2,2,2,2,2,2,2,2
 6 : 2,2,2,2,2,1,2,2,2, 2,2,2,2,2,2,2,1,2
 7 : 2,2,2,3,1,2,2,2,2, 2,2,2,2,2,2,2,1,2
 8 : 2,2,2,2,2,1,2,2,1, 2,2,2,2,2,2,2,2,2
 9 : 1,2,2,2,1,1,2,2,2, 2,2,2,2,2,2,2,1,2
10 : 1,2,2,2,2,1,2,2,2, 2,2,1,2,2,2,2,1,2
11 : 2,2,2,2,1,2,2,2,2, 2,2,1,2,2,2,2,2,2
12 : 2,2,1,2,2,2,2,2,2, 2,2,2,2,2,2,2,2,2
13 : 1,2,2,2,2,1,2,2,2, 2,2,2,2,2,3,3,2,3
14 : 2,2,2,2,1,1,2,2,2, 2,2,2,2,2,2,3,2,2
15 : 2,2,2,2,2,2,2,2,2, 2,2,2,3,2,2,1,2,2
16 : 2,2,2,2,2,2,2,2,2, 2,2,1,3,2,2,2,2,2
17 : 1,2,2,2,1,1,2,1,2, 2,2,2,2,2,2,2,2,1
18 : 2,2,2,2,2,2,2,2,2
